generation=0, runtime=5.80s, best_objective=1455571.107500, note=start
generation=751, runtime=7690.13s, best_objective=1454827.872800, note=checkpoint
generation=752, runtime=7696.35s, best_objective=1454827.872800, note=checkpoint
generation=753, runtime=7702.95s, best_objective=1454827.872800, note=checkpoint
generation=754, runtime=7709.55s, best_objective=1454827.872800, note=checkpoint
generation=755, runtime=7716.23s, best_objective=1454827.872800, note=checkpoint
generation=756, runtime=7722.78s, best_objective=1454827.872800, note=checkpoint
generation=757, runtime=7732.32s, best_objective=1454827.872800, note=checkpoint
generation=758, runtime=7741.27s, best_objective=1454827.872800, note=checkpoint
generation=759, runtime=7749.05s, best_objective=1454827.872800, note=checkpoint
generation=760, runtime=7755.49s, best_objective=1454827.872800, note=checkpoint
generation=761, runtime=7761.81s, best_objective=1454827.872800, note=checkpoint
generation=762, runtime=7768.55s, best_objective=1454827.872800, note=checkpoint
generation=763, runtime=7775.42s, best_objective=1454827.872800, note=checkpoint
generation=764, runtime=7782.26s, best_objective=1454827.872800, note=checkpoint
generation=765, runtime=7788.98s, best_objective=1454827.872800, note=checkpoint
generation=766, runtime=7795.58s, best_objective=1454827.872800, note=checkpoint
generation=767, runtime=7801.79s, best_objective=1454827.872800, note=checkpoint
generation=768, runtime=7808.52s, best_objective=1454827.872800, note=checkpoint
generation=769, runtime=7814.77s, best_objective=1454827.872800, note=checkpoint
generation=770, runtime=7820.85s, best_objective=1454827.872800, note=checkpoint
generation=771, runtime=7827.15s, best_objective=1454827.872800, note=checkpoint
generation=772, runtime=7833.21s, best_objective=1454827.872800, note=checkpoint
generation=773, runtime=7840.02s, best_objective=1454827.872800, note=checkpoint
generation=774, runtime=7846.43s, best_objective=1454827.872800, note=checkpoint
generation=775, runtime=7852.83s, best_objective=1454827.872800, note=checkpoint
generation=776, runtime=7859.62s, best_objective=1454827.872800, note=checkpoint
generation=777, runtime=7865.99s, best_objective=1454827.872800, note=checkpoint
generation=778, runtime=7872.47s, best_objective=1454827.872800, note=checkpoint
generation=779, runtime=7879.13s, best_objective=1454827.872800, note=checkpoint
generation=780, runtime=7885.47s, best_objective=1454827.872800, note=checkpoint
generation=781, runtime=7891.80s, best_objective=1454827.872800, note=checkpoint
generation=782, runtime=7897.99s, best_objective=1454827.872800, note=checkpoint
generation=783, runtime=7904.18s, best_objective=1454827.872800, note=checkpoint
generation=784, runtime=7910.73s, best_objective=1454827.872800, note=checkpoint
generation=785, runtime=7917.02s, best_objective=1454827.872800, note=checkpoint
generation=786, runtime=7924.75s, best_objective=1454827.872800, note=checkpoint
generation=787, runtime=7933.17s, best_objective=1454827.872800, note=checkpoint
generation=788, runtime=7940.45s, best_objective=1454827.872800, note=checkpoint
generation=789, runtime=7949.89s, best_objective=1454827.872800, note=checkpoint
generation=790, runtime=7957.15s, best_objective=1454827.872800, note=checkpoint
generation=791, runtime=7963.96s, best_objective=1454827.872800, note=checkpoint
generation=792, runtime=7970.29s, best_objective=1454827.872800, note=checkpoint
generation=793, runtime=7977.24s, best_objective=1454827.872800, note=checkpoint
generation=794, runtime=7984.10s, best_objective=1454827.872800, note=checkpoint
generation=795, runtime=7991.26s, best_objective=1454827.872800, note=checkpoint
generation=796, runtime=7998.06s, best_objective=1454827.872800, note=checkpoint
generation=797, runtime=8004.38s, best_objective=1454827.872800, note=checkpoint
generation=798, runtime=8010.91s, best_objective=1454827.872800, note=checkpoint
generation=799, runtime=8017.24s, best_objective=1454827.872800, note=checkpoint
generation=800, runtime=8023.78s, best_objective=1454827.872800, note=elitism 1/3
generation=800, runtime=8023.79s, best_objective=1454827.872800, note=elitism 2/3
generation=800, runtime=8023.81s, best_objective=1454827.872800, note=elitism 3/3
generation=800, runtime=8023.81s, best_objective=1454827.872800, note=checkpoint
generation=801, runtime=8030.35s, best_objective=1454827.872800, note=checkpoint
generation=802, runtime=8036.74s, best_objective=1454827.872800, note=checkpoint
generation=803, runtime=8042.95s, best_objective=1454827.872800, note=checkpoint
generation=804, runtime=8049.52s, best_objective=1454827.872800, note=checkpoint
generation=805, runtime=8055.85s, best_objective=1454827.872800, note=checkpoint
generation=806, runtime=8062.17s, best_objective=1454827.872800, note=checkpoint
generation=807, runtime=8068.63s, best_objective=1454827.872800, note=checkpoint
generation=808, runtime=8074.84s, best_objective=1454827.872800, note=checkpoint
generation=809, runtime=8081.44s, best_objective=1454827.872800, note=checkpoint
generation=810, runtime=8087.82s, best_objective=1454827.872800, note=checkpoint
generation=811, runtime=8094.24s, best_objective=1454827.872800, note=checkpoint
generation=812, runtime=8100.56s, best_objective=1454827.872800, note=checkpoint
generation=813, runtime=8107.06s, best_objective=1454827.872800, note=checkpoint
generation=814, runtime=8113.68s, best_objective=1454827.872800, note=checkpoint
generation=815, runtime=8120.16s, best_objective=1454827.872800, note=checkpoint
generation=816, runtime=8126.57s, best_objective=1454827.872800, note=checkpoint
generation=817, runtime=8133.35s, best_objective=1454827.872800, note=checkpoint
generation=818, runtime=8140.27s, best_objective=1454827.872800, note=checkpoint
generation=819, runtime=8146.80s, best_objective=1454827.872800, note=checkpoint
generation=820, runtime=8153.20s, best_objective=1454827.872800, note=checkpoint
generation=821, runtime=8159.75s, best_objective=1454827.872800, note=checkpoint
generation=822, runtime=8166.36s, best_objective=1454827.872800, note=checkpoint
generation=823, runtime=8173.11s, best_objective=1454827.872800, note=checkpoint
generation=824, runtime=8179.36s, best_objective=1454827.872800, note=checkpoint
generation=825, runtime=8186.00s, best_objective=1454827.872800, note=checkpoint
generation=826, runtime=8192.08s, best_objective=1454827.872800, note=checkpoint
generation=827, runtime=8198.50s, best_objective=1454827.872800, note=checkpoint
generation=828, runtime=8205.02s, best_objective=1454827.872800, note=checkpoint
generation=829, runtime=8211.28s, best_objective=1454827.872800, note=checkpoint
generation=830, runtime=8217.58s, best_objective=1454827.872800, note=checkpoint
generation=831, runtime=8223.93s, best_objective=1454827.872800, note=checkpoint
generation=832, runtime=8230.18s, best_objective=1454827.872800, note=checkpoint
generation=833, runtime=8236.71s, best_objective=1454827.872800, note=checkpoint
generation=834, runtime=8243.49s, best_objective=1454827.872800, note=checkpoint
generation=835, runtime=8249.77s, best_objective=1454827.872800, note=checkpoint
generation=836, runtime=8256.49s, best_objective=1454827.872800, note=checkpoint
generation=837, runtime=8262.88s, best_objective=1454827.872800, note=checkpoint
generation=838, runtime=8269.32s, best_objective=1454827.872800, note=checkpoint
generation=839, runtime=8275.84s, best_objective=1454827.872800, note=checkpoint
generation=840, runtime=8282.46s, best_objective=1454827.872800, note=checkpoint
generation=841, runtime=8288.89s, best_objective=1454827.872800, note=checkpoint
generation=842, runtime=8295.28s, best_objective=1454827.872800, note=checkpoint
generation=843, runtime=8302.04s, best_objective=1454827.872800, note=checkpoint
generation=844, runtime=8308.59s, best_objective=1454827.872800, note=checkpoint
generation=845, runtime=8315.02s, best_objective=1454827.872800, note=checkpoint
generation=846, runtime=8321.52s, best_objective=1454827.872800, note=checkpoint
generation=847, runtime=8328.16s, best_objective=1454827.872800, note=checkpoint
generation=848, runtime=8334.52s, best_objective=1454827.872800, note=checkpoint
generation=849, runtime=8341.11s, best_objective=1454827.872800, note=checkpoint
generation=850, runtime=8347.44s, best_objective=1454827.872800, note=elitism 1/3
generation=850, runtime=8347.46s, best_objective=1454827.872800, note=elitism 2/3
generation=850, runtime=9144.44s, best_objective=1454827.872800, note=elitism 3/3
generation=850, runtime=9144.44s, best_objective=1454827.872800, note=checkpoint
generation=851, runtime=9151.85s, best_objective=1454827.872800, note=checkpoint
generation=852, runtime=9158.76s, best_objective=1454827.872800, note=checkpoint
generation=853, runtime=9165.85s, best_objective=1454827.872800, note=checkpoint
generation=854, runtime=9172.86s, best_objective=1454827.872800, note=checkpoint
generation=855, runtime=9179.38s, best_objective=1454827.872800, note=checkpoint
generation=856, runtime=9185.92s, best_objective=1454827.872800, note=checkpoint
generation=857, runtime=9192.69s, best_objective=1454827.872800, note=checkpoint
generation=858, runtime=9200.16s, best_objective=1454827.872800, note=checkpoint
generation=859, runtime=9206.90s, best_objective=1454827.872800, note=checkpoint
generation=860, runtime=9213.77s, best_objective=1454827.872800, note=checkpoint
generation=861, runtime=9220.45s, best_objective=1454827.872800, note=checkpoint
generation=862, runtime=9227.35s, best_objective=1454827.872800, note=checkpoint
generation=863, runtime=9239.37s, best_objective=1454827.872800, note=checkpoint
generation=864, runtime=9247.97s, best_objective=1454827.872800, note=checkpoint
generation=865, runtime=9256.33s, best_objective=1454827.872800, note=checkpoint
generation=866, runtime=9262.97s, best_objective=1454827.872800, note=checkpoint
generation=867, runtime=9270.61s, best_objective=1454827.872800, note=checkpoint
generation=868, runtime=9277.12s, best_objective=1454827.872800, note=checkpoint
generation=869, runtime=9284.59s, best_objective=1454827.872800, note=checkpoint
generation=870, runtime=9291.07s, best_objective=1454827.872800, note=checkpoint
generation=871, runtime=9298.42s, best_objective=1454827.872800, note=checkpoint
generation=872, runtime=9307.92s, best_objective=1454827.872800, note=checkpoint
generation=873, runtime=9315.01s, best_objective=1454827.872800, note=checkpoint
generation=874, runtime=9324.62s, best_objective=1454827.872800, note=checkpoint
generation=875, runtime=9332.24s, best_objective=1454827.872800, note=checkpoint
generation=876, runtime=9338.95s, best_objective=1454827.872800, note=checkpoint
generation=877, runtime=9346.97s, best_objective=1454827.872800, note=checkpoint
generation=878, runtime=9354.32s, best_objective=1454827.872800, note=checkpoint
generation=879, runtime=9362.32s, best_objective=1454827.872800, note=checkpoint
generation=880, runtime=9369.18s, best_objective=1454827.872800, note=checkpoint
generation=881, runtime=9375.94s, best_objective=1454827.872800, note=checkpoint
generation=882, runtime=9382.67s, best_objective=1454827.872800, note=checkpoint
generation=883, runtime=9389.38s, best_objective=1454827.872800, note=checkpoint
generation=884, runtime=9396.10s, best_objective=1454827.872800, note=checkpoint
generation=885, runtime=9402.83s, best_objective=1454827.872800, note=checkpoint
generation=886, runtime=9409.25s, best_objective=1454827.872800, note=checkpoint
generation=887, runtime=9415.77s, best_objective=1454827.872800, note=checkpoint
generation=888, runtime=9422.69s, best_objective=1454827.872800, note=checkpoint
generation=889, runtime=9429.98s, best_objective=1454827.872800, note=checkpoint
generation=890, runtime=9437.51s, best_objective=1454827.872800, note=checkpoint
generation=891, runtime=9444.62s, best_objective=1454827.872800, note=checkpoint
generation=892, runtime=9451.11s, best_objective=1454827.872800, note=checkpoint
generation=893, runtime=9458.48s, best_objective=1454827.872800, note=checkpoint
generation=894, runtime=9465.42s, best_objective=1454827.872800, note=checkpoint
generation=895, runtime=9472.41s, best_objective=1454827.872800, note=checkpoint
generation=896, runtime=9479.40s, best_objective=1454827.872800, note=checkpoint
generation=897, runtime=9486.84s, best_objective=1454827.872800, note=checkpoint
generation=898, runtime=9493.69s, best_objective=1454827.872800, note=checkpoint
generation=899, runtime=9500.21s, best_objective=1454827.872800, note=checkpoint
generation=900, runtime=9507.09s, best_objective=1454827.872800, note=elitism 1/3
generation=900, runtime=9525.79s, best_objective=1454827.872800, note=elitism 2/3
generation=900, runtime=9525.80s, best_objective=1454827.872800, note=elitism 3/3
generation=900, runtime=9525.80s, best_objective=1454827.872800, note=checkpoint
generation=901, runtime=9533.57s, best_objective=1454827.872800, note=checkpoint
generation=902, runtime=9540.77s, best_objective=1454827.872800, note=checkpoint
generation=903, runtime=9547.79s, best_objective=1454827.872800, note=checkpoint
generation=904, runtime=9554.58s, best_objective=1454827.872800, note=checkpoint
generation=905, runtime=9562.13s, best_objective=1454827.872800, note=checkpoint
generation=906, runtime=9568.88s, best_objective=1454827.872800, note=checkpoint
generation=907, runtime=9575.75s, best_objective=1454827.872800, note=checkpoint
generation=908, runtime=9582.64s, best_objective=1454827.872800, note=checkpoint
generation=909, runtime=9589.16s, best_objective=1454827.872800, note=checkpoint
generation=910, runtime=9596.00s, best_objective=1454827.872800, note=checkpoint
generation=911, runtime=9603.13s, best_objective=1454827.872800, note=checkpoint
generation=912, runtime=9610.60s, best_objective=1454827.872800, note=checkpoint
generation=913, runtime=9617.28s, best_objective=1454827.872800, note=checkpoint
generation=914, runtime=9624.72s, best_objective=1454827.872800, note=checkpoint
generation=915, runtime=9634.18s, best_objective=1454827.872800, note=checkpoint
generation=916, runtime=9646.43s, best_objective=1454827.872800, note=checkpoint
generation=917, runtime=9655.52s, best_objective=1454827.872800, note=checkpoint
generation=918, runtime=9662.04s, best_objective=1454827.872800, note=checkpoint
generation=919, runtime=9670.61s, best_objective=1454827.872800, note=checkpoint
generation=920, runtime=9677.57s, best_objective=1454827.872800, note=checkpoint
generation=921, runtime=9684.23s, best_objective=1454827.872800, note=checkpoint
generation=922, runtime=9690.83s, best_objective=1454827.872800, note=checkpoint
generation=923, runtime=9698.98s, best_objective=1454827.872800, note=checkpoint
generation=924, runtime=9708.19s, best_objective=1454827.872800, note=checkpoint
generation=925, runtime=9716.32s, best_objective=1454827.872800, note=checkpoint
generation=926, runtime=9724.28s, best_objective=1454827.872800, note=checkpoint
generation=927, runtime=9734.56s, best_objective=1454827.872800, note=checkpoint
generation=928, runtime=9742.01s, best_objective=1454827.872800, note=checkpoint
generation=929, runtime=9749.55s, best_objective=1454827.872800, note=checkpoint
generation=930, runtime=9756.12s, best_objective=1454827.872800, note=checkpoint
generation=931, runtime=9763.11s, best_objective=1454827.872800, note=checkpoint
generation=932, runtime=9769.99s, best_objective=1454827.872800, note=checkpoint
generation=933, runtime=9778.32s, best_objective=1454827.872800, note=checkpoint
generation=934, runtime=9785.48s, best_objective=1454827.872800, note=checkpoint
generation=935, runtime=9792.86s, best_objective=1454827.872800, note=checkpoint
generation=936, runtime=9801.38s, best_objective=1454827.872800, note=checkpoint
generation=937, runtime=9808.03s, best_objective=1454827.872800, note=checkpoint
generation=938, runtime=9814.73s, best_objective=1454827.872800, note=checkpoint
generation=939, runtime=9821.70s, best_objective=1454827.872800, note=checkpoint
generation=940, runtime=9828.29s, best_objective=1454827.872800, note=checkpoint
generation=941, runtime=9835.44s, best_objective=1454827.872800, note=checkpoint
generation=942, runtime=9842.32s, best_objective=1454827.872800, note=checkpoint
generation=943, runtime=9849.11s, best_objective=1454827.872800, note=checkpoint
generation=944, runtime=9855.66s, best_objective=1454827.872800, note=checkpoint
generation=945, runtime=9862.12s, best_objective=1454827.872800, note=checkpoint
generation=946, runtime=9869.39s, best_objective=1454827.872800, note=checkpoint
generation=947, runtime=9878.08s, best_objective=1454827.872800, note=checkpoint
generation=948, runtime=9887.51s, best_objective=1454827.872800, note=checkpoint
generation=949, runtime=9898.25s, best_objective=1454827.872800, note=checkpoint
generation=950, runtime=9910.52s, best_objective=1454827.872800, note=elitism 1/3
generation=950, runtime=9910.54s, best_objective=1454827.872800, note=elitism 2/3
generation=950, runtime=9910.57s, best_objective=1454827.872800, note=elitism 3/3
generation=950, runtime=9910.58s, best_objective=1454827.872800, note=checkpoint
generation=951, runtime=9923.91s, best_objective=1454827.872800, note=checkpoint
generation=952, runtime=9935.81s, best_objective=1454827.872800, note=checkpoint
generation=953, runtime=9948.89s, best_objective=1454827.872800, note=checkpoint
generation=954, runtime=9958.84s, best_objective=1454827.872800, note=checkpoint
generation=955, runtime=9971.61s, best_objective=1454827.872800, note=checkpoint
generation=956, runtime=9982.68s, best_objective=1454827.872800, note=checkpoint
generation=957, runtime=9995.05s, best_objective=1454827.872800, note=checkpoint
generation=958, runtime=10007.96s, best_objective=1454827.872800, note=checkpoint
generation=959, runtime=10019.47s, best_objective=1454827.872800, note=checkpoint
generation=960, runtime=10032.28s, best_objective=1454827.872800, note=checkpoint
generation=961, runtime=10044.40s, best_objective=1454827.872800, note=checkpoint
generation=962, runtime=10058.03s, best_objective=1454827.872800, note=checkpoint
generation=963, runtime=10071.61s, best_objective=1454827.872800, note=checkpoint
generation=964, runtime=10083.94s, best_objective=1454827.872800, note=checkpoint
generation=965, runtime=10095.35s, best_objective=1454827.872800, note=checkpoint
generation=966, runtime=10106.63s, best_objective=1454827.872800, note=checkpoint
generation=967, runtime=10118.48s, best_objective=1454827.872800, note=checkpoint
generation=968, runtime=10130.22s, best_objective=1454827.872800, note=checkpoint
generation=969, runtime=10143.32s, best_objective=1454827.872800, note=checkpoint
generation=970, runtime=10153.87s, best_objective=1454827.872800, note=checkpoint
generation=971, runtime=10167.00s, best_objective=1454827.872800, note=checkpoint
generation=972, runtime=10179.31s, best_objective=1454827.872800, note=checkpoint
generation=973, runtime=10192.75s, best_objective=1454827.872800, note=checkpoint
generation=974, runtime=10206.20s, best_objective=1454827.872800, note=checkpoint
generation=975, runtime=10219.86s, best_objective=1454827.872800, note=checkpoint
generation=976, runtime=10233.45s, best_objective=1454827.872800, note=checkpoint
generation=977, runtime=10245.98s, best_objective=1454827.872800, note=checkpoint
generation=978, runtime=10259.83s, best_objective=1454827.872800, note=checkpoint
generation=979, runtime=10273.19s, best_objective=1454827.872800, note=checkpoint
generation=980, runtime=10284.15s, best_objective=1454827.872800, note=checkpoint
generation=981, runtime=10295.76s, best_objective=1454827.872800, note=checkpoint
generation=982, runtime=10307.76s, best_objective=1454827.872800, note=checkpoint
generation=983, runtime=10319.91s, best_objective=1454827.872800, note=checkpoint
generation=984, runtime=10333.28s, best_objective=1454827.872800, note=checkpoint
generation=985, runtime=10345.70s, best_objective=1454827.872800, note=checkpoint
generation=986, runtime=10359.27s, best_objective=1454827.872800, note=checkpoint
generation=987, runtime=10372.49s, best_objective=1454827.872800, note=checkpoint
generation=988, runtime=10385.50s, best_objective=1454827.872800, note=checkpoint
generation=989, runtime=10399.53s, best_objective=1454827.872800, note=checkpoint
generation=990, runtime=10410.35s, best_objective=1454827.872800, note=checkpoint
generation=991, runtime=10419.42s, best_objective=1454827.872800, note=checkpoint
generation=992, runtime=10428.39s, best_objective=1454827.872800, note=checkpoint
generation=993, runtime=10437.72s, best_objective=1454827.872800, note=checkpoint
generation=994, runtime=10445.60s, best_objective=1454827.872800, note=checkpoint
generation=995, runtime=10452.55s, best_objective=1454827.872800, note=checkpoint
generation=996, runtime=10461.54s, best_objective=1454827.872800, note=checkpoint
generation=997, runtime=10471.23s, best_objective=1454827.872800, note=checkpoint
generation=998, runtime=10478.48s, best_objective=1454827.872800, note=checkpoint
generation=999, runtime=10486.05s, best_objective=1454827.872800, note=checkpoint
generation=1000, runtime=10492.64s, best_objective=1454827.872800, note=elitism 1/3
generation=1000, runtime=10492.65s, best_objective=1454827.872800, note=elitism 2/3
generation=1000, runtime=10492.66s, best_objective=1454827.872800, note=elitism 3/3
generation=1000, runtime=10492.67s, best_objective=1454827.872800, note=checkpoint
generation=1001, runtime=10500.23s, best_objective=1454827.872800, note=checkpoint
generation=1002, runtime=10508.26s, best_objective=1454827.872800, note=checkpoint
generation=1003, runtime=10515.83s, best_objective=1454827.872800, note=checkpoint
generation=1004, runtime=10523.51s, best_objective=1454827.872800, note=checkpoint
generation=1005, runtime=10531.47s, best_objective=1454827.872800, note=checkpoint
generation=1006, runtime=10541.82s, best_objective=1454827.872800, note=checkpoint
generation=1007, runtime=10550.76s, best_objective=1454827.872800, note=checkpoint
generation=1008, runtime=10559.88s, best_objective=1454827.872800, note=checkpoint
generation=1009, runtime=10566.36s, best_objective=1454827.872800, note=checkpoint
generation=1010, runtime=10572.42s, best_objective=1454827.872800, note=checkpoint
generation=1011, runtime=10578.75s, best_objective=1454827.872800, note=checkpoint
generation=1012, runtime=10585.28s, best_objective=1454827.872800, note=checkpoint
generation=1013, runtime=10591.97s, best_objective=1454827.872800, note=checkpoint
generation=1014, runtime=10598.05s, best_objective=1454827.872800, note=checkpoint
generation=1015, runtime=10604.25s, best_objective=1454827.872800, note=checkpoint
generation=1016, runtime=10610.48s, best_objective=1454827.872800, note=checkpoint
generation=1017, runtime=10616.66s, best_objective=1454827.872800, note=checkpoint
generation=1018, runtime=10622.72s, best_objective=1454827.872800, note=checkpoint
generation=1019, runtime=10628.91s, best_objective=1454827.872800, note=checkpoint
generation=1020, runtime=10635.41s, best_objective=1454827.872800, note=checkpoint
generation=1021, runtime=10641.40s, best_objective=1454827.872800, note=checkpoint
generation=1022, runtime=10647.70s, best_objective=1454827.872800, note=checkpoint
generation=1023, runtime=10653.80s, best_objective=1454827.872800, note=checkpoint
generation=1024, runtime=10660.03s, best_objective=1454827.872800, note=checkpoint
generation=1025, runtime=10666.22s, best_objective=1454827.872800, note=checkpoint
generation=1026, runtime=10672.39s, best_objective=1454827.872800, note=checkpoint
generation=1027, runtime=10678.46s, best_objective=1454827.872800, note=checkpoint
generation=1028, runtime=10684.73s, best_objective=1454827.872800, note=checkpoint
generation=1029, runtime=10691.31s, best_objective=1454827.872800, note=checkpoint
generation=1030, runtime=10697.32s, best_objective=1454827.872800, note=checkpoint
generation=1031, runtime=10703.24s, best_objective=1454827.872800, note=checkpoint
generation=1032, runtime=10709.94s, best_objective=1454827.872800, note=checkpoint
generation=1033, runtime=10716.21s, best_objective=1454827.872800, note=checkpoint
generation=1034, runtime=10723.10s, best_objective=1454827.872800, note=checkpoint
generation=1035, runtime=10729.37s, best_objective=1454827.872800, note=checkpoint
generation=1036, runtime=10735.89s, best_objective=1454827.872800, note=checkpoint
generation=1037, runtime=10742.22s, best_objective=1454827.872800, note=checkpoint
generation=1038, runtime=10748.67s, best_objective=1454827.872800, note=checkpoint
generation=1039, runtime=10754.82s, best_objective=1454827.872800, note=checkpoint
generation=1040, runtime=10761.02s, best_objective=1454827.872800, note=checkpoint
generation=1041, runtime=10767.40s, best_objective=1454827.872800, note=checkpoint
generation=1042, runtime=10773.86s, best_objective=1454827.872800, note=checkpoint
generation=1043, runtime=10779.98s, best_objective=1454827.872800, note=checkpoint
generation=1044, runtime=10786.29s, best_objective=1454827.872800, note=checkpoint
generation=1045, runtime=10792.73s, best_objective=1454827.872800, note=checkpoint
generation=1046, runtime=10799.22s, best_objective=1454827.872800, note=checkpoint
generation=1047, runtime=10805.67s, best_objective=1454827.872800, note=checkpoint
generation=1048, runtime=10811.99s, best_objective=1454827.872800, note=checkpoint
generation=1049, runtime=10817.96s, best_objective=1454827.872800, note=checkpoint
generation=1050, runtime=10824.40s, best_objective=1454827.872800, note=elitism 1/3
generation=1050, runtime=10824.41s, best_objective=1454827.872800, note=elitism 2/3
generation=1050, runtime=10824.42s, best_objective=1454827.872800, note=elitism 3/3
generation=1050, runtime=10824.43s, best_objective=1454827.872800, note=checkpoint
generation=1051, runtime=10830.70s, best_objective=1454827.872800, note=checkpoint
generation=1052, runtime=10836.67s, best_objective=1454827.872800, note=checkpoint
generation=1053, runtime=10842.70s, best_objective=1454827.872800, note=checkpoint
generation=1054, runtime=10848.84s, best_objective=1454827.872800, note=checkpoint
generation=1055, runtime=10854.85s, best_objective=1454827.872800, note=checkpoint
generation=1056, runtime=10860.93s, best_objective=1454827.872800, note=checkpoint
generation=1057, runtime=10867.24s, best_objective=1454827.872800, note=checkpoint
generation=1058, runtime=10873.75s, best_objective=1454827.872800, note=checkpoint
generation=1059, runtime=10879.93s, best_objective=1454827.872800, note=checkpoint
generation=1060, runtime=10886.09s, best_objective=1454827.872800, note=checkpoint
generation=1061, runtime=10892.13s, best_objective=1454827.872800, note=checkpoint
generation=1062, runtime=10898.38s, best_objective=1454827.872800, note=checkpoint
generation=1063, runtime=10904.54s, best_objective=1454827.872800, note=checkpoint
generation=1064, runtime=10910.73s, best_objective=1454827.872800, note=checkpoint
generation=1065, runtime=10916.97s, best_objective=1454827.872800, note=checkpoint
generation=1066, runtime=10922.94s, best_objective=1454827.872800, note=checkpoint
generation=1067, runtime=10929.32s, best_objective=1454827.872800, note=checkpoint
generation=1068, runtime=10935.27s, best_objective=1454827.872800, note=checkpoint
generation=1069, runtime=10941.42s, best_objective=1454827.872800, note=checkpoint
generation=1070, runtime=10947.52s, best_objective=1454827.872800, note=checkpoint
generation=1071, runtime=10953.65s, best_objective=1454827.872800, note=checkpoint
generation=1072, runtime=10959.79s, best_objective=1454827.872800, note=checkpoint
generation=1073, runtime=10965.94s, best_objective=1454827.872800, note=checkpoint
generation=1074, runtime=10971.96s, best_objective=1454827.872800, note=checkpoint
generation=1075, runtime=10977.93s, best_objective=1454827.872800, note=checkpoint
generation=1076, runtime=10983.89s, best_objective=1454827.872800, note=checkpoint
generation=1077, runtime=10990.10s, best_objective=1454827.872800, note=checkpoint
generation=1078, runtime=10996.24s, best_objective=1454827.872800, note=checkpoint
generation=1079, runtime=11003.21s, best_objective=1454827.872800, note=checkpoint
generation=1080, runtime=11009.61s, best_objective=1454827.872800, note=checkpoint
generation=1081, runtime=11015.68s, best_objective=1454827.872800, note=checkpoint
generation=1082, runtime=11021.82s, best_objective=1454827.872800, note=checkpoint
generation=1083, runtime=11028.02s, best_objective=1454827.872800, note=checkpoint
generation=1084, runtime=11034.42s, best_objective=1454827.872800, note=checkpoint
generation=1085, runtime=11040.75s, best_objective=1454827.872800, note=checkpoint
generation=1086, runtime=11047.11s, best_objective=1454827.872800, note=checkpoint
generation=1087, runtime=11053.05s, best_objective=1454827.872800, note=checkpoint
generation=1088, runtime=11059.28s, best_objective=1454827.872800, note=checkpoint
generation=1089, runtime=11065.45s, best_objective=1454827.872800, note=checkpoint
generation=1090, runtime=11071.27s, best_objective=1454827.872800, note=checkpoint
generation=1091, runtime=11077.44s, best_objective=1454827.872800, note=checkpoint
generation=1092, runtime=11083.59s, best_objective=1454827.872800, note=checkpoint
generation=1093, runtime=11089.67s, best_objective=1454827.872800, note=checkpoint
generation=1094, runtime=11095.78s, best_objective=1454827.872800, note=checkpoint
generation=1095, runtime=11101.82s, best_objective=1454827.872800, note=checkpoint
generation=1096, runtime=11107.83s, best_objective=1454827.872800, note=checkpoint
generation=1097, runtime=11113.65s, best_objective=1454827.872800, note=checkpoint
generation=1098, runtime=11119.90s, best_objective=1454827.872800, note=checkpoint
generation=1099, runtime=11126.61s, best_objective=1454827.872800, note=checkpoint
generation=1100, runtime=11132.84s, best_objective=1454827.872800, note=elitism 1/3
generation=1100, runtime=11132.85s, best_objective=1454827.872800, note=elitism 2/3
generation=1100, runtime=11132.88s, best_objective=1454827.872800, note=elitism 3/3
generation=1100, runtime=11132.88s, best_objective=1454827.872800, note=checkpoint
generation=1101, runtime=11139.29s, best_objective=1454827.872800, note=checkpoint
generation=1102, runtime=11145.49s, best_objective=1454827.872800, note=checkpoint
generation=1103, runtime=11151.77s, best_objective=1454827.872800, note=checkpoint
generation=1104, runtime=11157.93s, best_objective=1454827.872800, note=checkpoint
generation=1105, runtime=11164.07s, best_objective=1454827.872800, note=checkpoint
generation=1106, runtime=11170.23s, best_objective=1454827.872800, note=checkpoint
generation=1107, runtime=11176.70s, best_objective=1454827.872800, note=checkpoint
generation=1108, runtime=11182.99s, best_objective=1454827.872800, note=checkpoint
generation=1109, runtime=11189.44s, best_objective=1454827.872800, note=checkpoint
generation=1110, runtime=11195.43s, best_objective=1454827.872800, note=checkpoint
generation=1111, runtime=11201.49s, best_objective=1454827.872800, note=checkpoint
generation=1112, runtime=11207.71s, best_objective=1454827.872800, note=checkpoint
generation=1113, runtime=11213.57s, best_objective=1454827.872800, note=checkpoint
generation=1114, runtime=11219.65s, best_objective=1454827.872800, note=checkpoint
generation=1115, runtime=11225.69s, best_objective=1454827.872800, note=checkpoint
generation=1116, runtime=11231.66s, best_objective=1454827.872800, note=checkpoint
generation=1117, runtime=11237.74s, best_objective=1454827.872800, note=checkpoint
generation=1118, runtime=11243.83s, best_objective=1454827.872800, note=checkpoint
generation=1119, runtime=11250.09s, best_objective=1454827.872800, note=checkpoint
generation=1120, runtime=11256.13s, best_objective=1454827.872800, note=checkpoint
generation=1121, runtime=11262.18s, best_objective=1454827.872800, note=checkpoint
generation=1122, runtime=11268.13s, best_objective=1454827.872800, note=checkpoint
generation=1123, runtime=11274.43s, best_objective=1454827.872800, note=checkpoint
